Product Id;Product Handle;Product Title;Product Subtitle;Product Description;Product Status;Product Thumbnail;Product Weight;Product Length;Product Width;Product Height;Product HS Code;Product Origin Country;Product MID Code;Product Material;Product Collection Title;Product Collection Handle;Product Type;Product Tags;Product Discountable;Product External Id;Product Profile Name;Product Profile Type;Variant Id;Variant Title;Variant SKU;Variant Barcode;Variant Inventory Quantity;Variant Allow Backorder;Variant Manage Inventory;Variant Weight;Variant Length;Variant Width;Variant Height;Variant HS Code;Variant Origin Country;Variant MID Code;Variant Material;Price EUR;Price MXN;Price USD;Option 1 Name;Option 1 Value;Image 1 Url;Image 2 Url;Image 3 Url;Image 4 Url;Image 5 Url;sales_channel_id_1
;ray-ban-rb2448nm-f60631-square-scuderia-ferrari-collection-a;Ray Ban Rb2448nm F60631 Square Scuderia Ferrari Collection A;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258437/productos/ray-ban-rb2448nm-f60631-square-scuderia-ferrari-collection-a-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258437/productos/ray-ban-rb2448nm-f60631-square-scuderia-ferrari-collection-a-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258438/productos/ray-ban-rb2448nm-f60631-square-scuderia-ferrari-collection-a-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb4257-6092-5a-gatsby-ii-carey-plateado-espejo-icon;Ray Ban Rb4257 6092/5a Gatsby Ii Carey Plateado Espejo Icon;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258441/productos/ray-ban-rb4257-6092-5a-gatsby-ii-carey-plateado-espejo-icon-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258441/productos/ray-ban-rb4257-6092-5a-gatsby-ii-carey-plateado-espejo-icon-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258442/productos/ray-ban-rb4257-6092-5a-gatsby-ii-carey-plateado-espejo-icon-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3603-001-71-caravan-g-15-dorado-clasico-original;Ray Ban Rb3603 001/71 Caravan G-15 Dorado Clasico Original;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258443/productos/ray-ban-rb3603-001-71-caravan-g-15-dorado-clasico-original-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258443/productos/ray-ban-rb3603-001-71-caravan-g-15-dorado-clasico-original-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258444/productos/ray-ban-rb3603-001-71-caravan-g-15-dorado-clasico-original-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3025-167-1r-aviator-polarizado-lila-espejo-bronce;Ray Ban Rb3025 167/1r Aviator Polarizado Lila Espejo Bronce;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258444/productos/ray-ban-rb3025-167-1r-aviator-polarizado-lila-espejo-bronce-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1249.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258444/productos/ray-ban-rb3025-167-1r-aviator-polarizado-lila-espejo-bronce-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258445/productos/ray-ban-rb3025-167-1r-aviator-polarizado-lila-espejo-bronce-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb4340-62324o-wayfarer-ease-azul-espejo-degradado;Ray Ban Rb4340 62324o Wayfarer Ease Azul Espejo Degradado;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258446/productos/ray-ban-rb4340-62324o-wayfarer-ease-azul-espejo-degradado-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258446/productos/ray-ban-rb4340-62324o-wayfarer-ease-azul-espejo-degradado-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258447/productos/ray-ban-rb4340-62324o-wayfarer-ease-azul-espejo-degradado-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3579n-9038-7j-hexagonal-blaze-amarillo-espejo-azul;Ray Ban Rb3579n 9038/7j Hexagonal Blaze Amarillo Espejo Azul;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258448/productos/ray-ban-rb3579n-9038-7j-hexagonal-blaze-amarillo-espejo-azul-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258448/productos/ray-ban-rb3579n-9038-7j-hexagonal-blaze-amarillo-espejo-azul-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258448/productos/ray-ban-rb3579n-9038-7j-hexagonal-blaze-amarillo-espejo-azul-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb4165-634811-justin-gris-degradado-original-icon;Ray Ban Rb4165 634811 Justin Gris Degradado Original Icon;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258449/productos/ray-ban-rb4165-634811-justin-gris-degradado-original-icon-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258449/productos/ray-ban-rb4165-634811-justin-gris-degradado-original-icon-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258450/productos/ray-ban-rb4165-634811-justin-gris-degradado-original-icon-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb4257-710-71-gatsby-ii-carey-negro-g-15-original;Ray Ban Rb4257 710/71 Gatsby Ii Carey Negro G-15 Original;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258451/productos/ray-ban-rb4257-710-71-gatsby-ii-carey-negro-g-15-original-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258451/productos/ray-ban-rb4257-710-71-gatsby-ii-carey-negro-g-15-original-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258451/productos/ray-ban-rb4257-710-71-gatsby-ii-carey-negro-g-15-original-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb4256-6267b9-gatsby-i-carey-matte-terracota-espejo;Ray Ban Rb4256 6267b9 Gatsby I Carey Matte Terracota Espejo;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258452/productos/ray-ban-rb4256-6267b9-gatsby-i-carey-matte-terracota-espejo-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258452/productos/ray-ban-rb4256-6267b9-gatsby-i-carey-matte-terracota-espejo-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258453/productos/ray-ban-rb4256-6267b9-gatsby-i-carey-matte-terracota-espejo-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3579n-9035-1u-hexagonal-blaze-lila-espejo-bronce;Ray Ban Rb3579n 9035/1u Hexagonal Blaze Lila Espejo Bronce;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258454/productos/ray-ban-rb3579n-9035-1u-hexagonal-blaze-lila-espejo-bronce-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258454/productos/ray-ban-rb3579n-9035-1u-hexagonal-blaze-lila-espejo-bronce-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258456/productos/ray-ban-rb3579n-9035-1u-hexagonal-blaze-lila-espejo-bronce-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb4279-601-71-round-shape-negro-g-15-original-icon;Ray Ban Rb4279 601/71 Round Shape Negro G-15 Original Icon;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258457/productos/ray-ban-rb4279-601-71-round-shape-negro-g-15-original-icon-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258457/productos/ray-ban-rb4279-601-71-round-shape-negro-g-15-original-icon-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258457/productos/ray-ban-rb4279-601-71-round-shape-negro-g-15-original-icon-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3594-9115s0-beat-festival-cafe-degradado-dorado;Ray Ban Rb3594 9115s0 Beat Festival Cafe Degradado Dorado;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258458/productos/ray-ban-rb3594-9115s0-beat-festival-cafe-degradado-dorado-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258458/productos/ray-ban-rb3594-9115s0-beat-festival-cafe-degradado-dorado-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258459/productos/ray-ban-rb3594-9115s0-beat-festival-cafe-degradado-dorado-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3579n-153-7v-hexagonal-blaze-azul-espejo-negro;Ray Ban Rb3579n 153/7v Hexagonal Blaze Azul Espejo Negro;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258460/productos/ray-ban-rb3579n-153-7v-hexagonal-blaze-azul-espejo-negro-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258460/productos/ray-ban-rb3579n-153-7v-hexagonal-blaze-azul-espejo-negro-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258461/productos/ray-ban-rb3579n-153-7v-hexagonal-blaze-azul-espejo-negro-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb4380n-6356x0-round-blaze-acetato-original-icon;Ray Ban Rb4380n 6356x0 Round Blaze Acetato Original Icon;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258462/productos/ray-ban-rb4380n-6356x0-round-blaze-acetato-original-icon-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258462/productos/ray-ban-rb4380n-6356x0-round-blaze-acetato-original-icon-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258463/productos/ray-ban-rb4380n-6356x0-round-blaze-acetato-original-icon-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb4311n-629911-highstreet-blaze-gris-degradado-negro;Ray Ban Rb4311n 629911 Highstreet Blaze Gris Degradado Negro;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258463/productos/ray-ban-rb4311n-629911-highstreet-blaze-gris-degradado-negro-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258463/productos/ray-ban-rb4311n-629911-highstreet-blaze-gris-degradado-negro-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258464/productos/ray-ban-rb4311n-629911-highstreet-blaze-gris-degradado-negro-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3603-001-s0-caravan-cafe-degradado-dorado-original;Ray Ban Rb3603 001/s0 Caravan Cafe Degradado Dorado Original;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258465/productos/ray-ban-rb3603-001-s0-caravan-cafe-degradado-dorado-original-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258465/productos/ray-ban-rb3603-001-s0-caravan-cafe-degradado-dorado-original-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258465/productos/ray-ban-rb3603-001-s0-caravan-cafe-degradado-dorado-original-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3447-029-round-metal-negro-g-15-gris-clasico;Ray Ban Rb3447 029 Round Metal Negro G-15 Gris Clasico;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258466/productos/ray-ban-rb3447-029-round-metal-negro-g-15-gris-clasico-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258466/productos/ray-ban-rb3447-029-round-metal-negro-g-15-gris-clasico-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258466/productos/ray-ban-rb3447-029-round-metal-negro-g-15-gris-clasico-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb1971-914731-square-negro-g-15-dorado-original-icon;Ray Ban Rb1971 914731 Square Negro G-15 Dorado Original Icon;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258467/productos/ray-ban-rb1971-914731-square-negro-g-15-dorado-original-icon-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258467/productos/ray-ban-rb1971-914731-square-negro-g-15-dorado-original-icon-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258467/productos/ray-ban-rb1971-914731-square-negro-g-15-dorado-original-icon-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3548n-001-9o-hexagonal-azul-espejo-degradado;Ray Ban Rb3548n 001/9o Hexagonal Azul Espejo Degradado;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258468/productos/ray-ban-rb3548n-001-9o-hexagonal-azul-espejo-degradado-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258468/productos/ray-ban-rb3548n-001-9o-hexagonal-azul-espejo-degradado-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258468/productos/ray-ban-rb3548n-001-9o-hexagonal-azul-espejo-degradado-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb2448n-62554o-icon-sunglasses-azul-degradado-vino;Ray Ban Rb2448n 62554o Icon Sunglasses Azul degradado Vino;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258469/productos/ray-ban-rb2448n-62554o-icon-sunglasses-azul-degradado-vino-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258469/productos/ray-ban-rb2448n-62554o-icon-sunglasses-azul-degradado-vino-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258469/productos/ray-ban-rb2448n-62554o-icon-sunglasses-azul-degradado-vino-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb2447-901-4o-round-fleck-azul-degradado-negro;Ray Ban Rb2447 901/4o Round Fleck Azul Degradado Negro;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258470/productos/ray-ban-rb2447-901-4o-round-fleck-azul-degradado-negro-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258470/productos/ray-ban-rb2447-901-4o-round-fleck-azul-degradado-negro-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258471/productos/ray-ban-rb2447-901-4o-round-fleck-azul-degradado-negro-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3548n-001-hexagonal-flat-metal-g-15-original;Ray Ban Rb3548n 001 Hexagonal Flat Metal G-15 Original;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258472/productos/ray-ban-rb3548n-001-hexagonal-flat-metal-g-15-original-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258472/productos/ray-ban-rb3548n-001-hexagonal-flat-metal-g-15-original-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258472/productos/ray-ban-rb3548n-001-hexagonal-flat-metal-g-15-original-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb4253-62377x-aviator-highstreet-lila-degradado-cafe;Ray Ban Rb4253 62377x Aviator Highstreet Lila Degradado Cafe;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258473/productos/ray-ban-rb4253-62377x-aviator-highstreet-lila-degradado-cafe-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258473/productos/ray-ban-rb4253-62377x-aviator-highstreet-lila-degradado-cafe-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258473/productos/ray-ban-rb4253-62377x-aviator-highstreet-lila-degradado-cafe-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb4187-601-55-chris-negro-mate-azul-espejo;Ray Ban Rb4187 601/55 Chris Negro Mate Azul espejo;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258474/productos/ray-ban-rb4187-601-55-chris-negro-mate-azul-espejo-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258474/productos/ray-ban-rb4187-601-55-chris-negro-mate-azul-espejo-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258474/productos/ray-ban-rb4187-601-55-chris-negro-mate-azul-espejo-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3545-9004-11-round-double-brigde-grande-gris-negro;Ray Ban Rb3545 9004/11 Round Double Brigde Grande Gris Negro;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258476/productos/ray-ban-rb3545-9004-11-round-double-brigde-grande-gris-negro-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258476/productos/ray-ban-rb3545-9004-11-round-double-brigde-grande-gris-negro-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258477/productos/ray-ban-rb3545-9004-11-round-double-brigde-grande-gris-negro-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb4201-622-5a-alex-negro-mate-plata-espejo;Ray Ban Rb4201 622/5a Alex Negro Mate Plata Espejo;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258482/productos/ray-ban-rb4201-622-5a-alex-negro-mate-plata-espejo-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258482/productos/ray-ban-rb4201-622-5a-alex-negro-mate-plata-espejo-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258482/productos/ray-ban-rb4201-622-5a-alex-negro-mate-plata-espejo-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb2140-1241w0-wayfarer-polarizado-ciruela-azul-carey;Ray Ban Rb2140 1241w0 Wayfarer Polarizado Ciruela Azul Carey;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258483/productos/ray-ban-rb2140-1241w0-wayfarer-polarizado-ciruela-azul-carey-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1249.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258483/productos/ray-ban-rb2140-1241w0-wayfarer-polarizado-ciruela-azul-carey-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258483/productos/ray-ban-rb2140-1241w0-wayfarer-polarizado-ciruela-azul-carey-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3560-002-71-the-colonel-gris-degradado-negro-icon;Ray Ban Rb3560 002/71 The Colonel Gris Degradado Negro Icon;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258485/productos/ray-ban-rb3560-002-71-the-colonel-gris-degradado-negro-icon-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258485/productos/ray-ban-rb3560-002-71-the-colonel-gris-degradado-negro-icon-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258486/productos/ray-ban-rb3560-002-71-the-colonel-gris-degradado-negro-icon-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3547n-001-8o-oval-flat-lenses-lila-espejo-icon;Ray Ban Rb3547n 001/8o Oval Flat Lenses Lila Espejo Icon;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258487/productos/ray-ban-rb3547n-001-8o-oval-flat-lenses-lila-espejo-icon-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258487/productos/ray-ban-rb3547n-001-8o-oval-flat-lenses-lila-espejo-icon-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258488/productos/ray-ban-rb3547n-001-8o-oval-flat-lenses-lila-espejo-icon-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3016-114519-clubmaster-verde-espejo-carey-matte;Ray Ban Rb3016 114519 Clubmaster Verde Espejo Carey Matte;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258489/productos/ray-ban-rb3016-114519-clubmaster-verde-espejo-carey-matte-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258489/productos/ray-ban-rb3016-114519-clubmaster-verde-espejo-carey-matte-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258489/productos/ray-ban-rb3016-114519-clubmaster-verde-espejo-carey-matte-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3548n-001-93-hexagonal-flat-lenses-dorado-espejo;Ray Ban Rb3548n 001/93 Hexagonal Flat Lenses Dorado Espejo;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258490/productos/ray-ban-rb3548n-001-93-hexagonal-flat-lenses-dorado-espejo-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258490/productos/ray-ban-rb3548n-001-93-hexagonal-flat-lenses-dorado-espejo-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258490/productos/ray-ban-rb3548n-001-93-hexagonal-flat-lenses-dorado-espejo-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3565d-002-55-clubmaster-highstreet-azul-espejo-negro;Ray Ban Rb3565d 002/55 Clubmaster Highstreet Azul Espejo Negro;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258491/productos/ray-ban-rb3565d-002-55-clubmaster-highstreet-azul-espejo-negro-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258491/productos/ray-ban-rb3565d-002-55-clubmaster-highstreet-azul-espejo-negro-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258491/productos/ray-ban-rb3565d-002-55-clubmaster-highstreet-azul-espejo-negro-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3447-112-z2-round-metal-rosa-espejo-dorado;Ray Ban Rb3447 112/z2 Round Metal Rosa Espejo Dorado;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258492/productos/ray-ban-rb3447-112-z2-round-metal-rosa-espejo-dorado-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258492/productos/ray-ban-rb3447-112-z2-round-metal-rosa-espejo-dorado-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258492/productos/ray-ban-rb3447-112-z2-round-metal-rosa-espejo-dorado-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3545-9006-a8-round-double-brigde-grande-rosa-rojo;Ray Ban Rb3545 9006/a8 Round Double Brigde Grande Rosa Rojo;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258492/productos/ray-ban-rb3545-9006-a8-round-double-brigde-grande-rosa-rojo-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258492/productos/ray-ban-rb3545-9006-a8-round-double-brigde-grande-rosa-rojo-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258493/productos/ray-ban-rb3545-9006-a8-round-double-brigde-grande-rosa-rojo-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3016-990-7o-clubmaster-rosa-espejo-degradado-carey;Ray Ban Rb3016 990/7o Clubmaster Rosa Espejo Degradado Carey;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258493/productos/ray-ban-rb3016-990-7o-clubmaster-rosa-espejo-degradado-carey-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258493/productos/ray-ban-rb3016-990-7o-clubmaster-rosa-espejo-degradado-carey-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258494/productos/ray-ban-rb3016-990-7o-clubmaster-rosa-espejo-degradado-carey-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
